Date,Close,High,Low,Open,Volume
2020-02-10,3071.78076171875,3081.7217997825646,3022.0755713996764,3061.8397236549354,78553800
2020-02-11,3091.6630859375,3111.545163660571,3051.8989304913584,3071.781008214429,98520200
2020-02-12,3101.603759765625,3141.367910531851,3091.662722074069,3111.5447974571816,104678800
2020-02-13,3121.48583984375,3161.249990669785,3101.6037644307326,3111.5448021372413,87904000
2020-02-14,3111.545166015625,3121.4862048846844,3081.7220494084463,3081.7220494084463,41345200
2020-02-17,3121.48583984375,3131.4268775502587,3101.6037644307326,3121.48583984375,29816600
2020-02-18,3111.545166015625,3121.4862048846844,3101.604127146565,3101.604127146565,65442000
2020-02-19,3161.250244140625,3161.250244140625,3101.604013119104,3121.4860901262778,121614200
2020-02-20,3181.13232421875,3201.014401245117,3151.309208679199,3191.0733627319337,114537600
2020-02-21,3141.367919921875,3181.132070806962,3111.5448067580596,3161.2499953644183,91798000
2020-02-24,3091.6630859375,3111.545163660571,3041.9578916298233,3101.6041247990356,128768800
2020-02-25,3101.603759765625,3141.367910531851,3061.8396089993994,3091.662722074069,105951800
2020-02-26,3041.9580078125,3081.722164777369,3041.9580078125,3081.722164777369,198171000
2020-02-27,2922.665283203125,3061.839820498512,2882.901129690157,3041.957743742028,223088600
2020-02-28,3038.934814453125,3038.934814453125,2736.085640504188,2819.6302402142396,188868200
2020-03-02,2903.175048828125,3028.491957410634,2903.175048828125,2986.7196545497977,101550200
2020-03-03,3007.605712890625,3070.264165242513,2934.5041851467554,2965.8334113226997,96445200
2020-03-04,3122.4794921875,3132.9225674122076,3018.0487399404265,3028.491815165134,92555400
2020-03-05,3174.695068359375,3195.5812201248973,3132.9227648283304,3153.8089165938527,104748600
2020-03-06,3028.4921875,3091.150646551724,3018.049110991379,3091.150646551724,72311200
2020-03-09,2746.52880859375,2924.0610889971485,2746.52880859375,2924.0610889971485,113132400
2020-03-10,2871.845947265625,2924.061328125,2777.85826171875,2777.85826171875,114052000
2020-03-11,2850.959716796875,2944.9473997682007,2767.415109711252,2892.7320203396866,97168800
2020-03-12,2683.87060546875,2788.301368327456,2600.325995181785,2704.756758040491,91578200
2020-03-13,2652.541259765625,2704.7566388948694,2506.3381982037404,2589.8828048105315,238623800
2020-03-16,2652.541259765625,2652.541259765625,2652.541259765625,2652.541259765625,0
2020-03-17,2307.919677734375,2475.008885172158,2307.919677734375,2475.008885172158,186380400
2020-03-18,2151.2734375,2360.134936286408,2151.2734375,2339.248786407767,215103400
2020-03-19,2000.8931884765625,2088.6150192866,2000.8931884765625,2088.6150192866,167876200
2020-03-20,1863.044921875,1980.0073833380045,1863.044921875,1980.0073833380045,478236600
2020-03-23,1733.5506591796875,1817.0952692606363,1733.5506591796875,1817.0952692606363,59985800
2020-03-24,1612.410888671875,1766.9684090886092,1612.410888671875,1733.5505668363423,237296200
2020-03-26,1867.2220458984375,1913.1715817035445,1578.9931394845846,1587.3476005400587,386557200
2020-03-27,2063.5517578125,2182.602820763221,1879.7536255377026,1883.9308558166751,396812000
2020-03-30,1921.526123046875,2021.7796599014946,1921.526123046875,2021.7796599014946,39766600
2020-03-31,1954.943603515625,2013.4248224242122,1858.8673153086606,1942.4119137494993,208047600
2020-04-01,1925.7032470703125,2038.488469783758,1854.6903290655503,1942.4121689537858,152367000
2020-04-02,1984.184326171875,1984.184326171875,1821.2723499177632,1908.994183285362,132225200
2020-04-03,2099.05810546875,2099.05810546875,2005.0704291044776,2005.0704291044776,105225600
2020-04-06,2172.15966796875,2182.602743295523,2046.842764047476,2099.0581406813403,113980400
2020-04-07,2140.83056640625,2339.2490091463415,2076.083495617378,2255.7044016768295,191464600
2020-04-08,1992.538818359375,2161.7166425596993,1992.5388183593748,2161.7166425596993,155834800
2020-04-09,1950.7666015625,2046.8429009970557,1925.7032191013116,2005.070596895075,163570800
2020-04-13,1867.2220458984375,1954.9438869809144,1867.2220458984375,1954.9438869809144,115331000
2020-04-14,1908.9942626953125,1938.2348750341903,1837.9813470151805,1871.3991896881837,132848000
2020-04-15,1837.9813232421875,1959.121001364968,1837.9813232421875,1938.2348499644886,124661000
2020-04-16,1758.614013671875,1837.9813919611047,1733.5506310542237,1837.9813919611047,215224000
2020-04-17,1829.6268310546875,1846.3357518862372,1762.791147728489,1762.791147728489,163407600
2020-04-20,1825.44970703125,1892.2853942452089,1783.6774025225257,1858.8675506382294,120672000
2020-04-21,1817.09521484375,1842.158597117457,1775.3229110542386,1825.4496756016524,92203200
2020-04-22,1875.5765380859375,1879.7537686830108,1775.323003756177,1808.7408485327637,126786800
2020-04-23,1879.753662109375,1908.9942746310765,1871.399201388889,1875.5764317491319,115336400
2020-04-24,1787.8546142578125,1879.7536832149897,1787.8546142578125,1879.7536832149897,131631400
2020-04-27,1733.5506591796875,1817.0952692606363,1708.487276155403,1800.3863472444466,205382600
2020-04-28,1733.5506591796875,1771.1457337161146,1700.132815147308,1750.2595811958774,157370600
2020-04-29,1670.8922119140625,1762.791283569336,1670.8922119140625,1754.4368225097658,192650200
2020-04-30,1863.044921875,1871.3993834080718,1695.955691213565,1700.132921980101,229509600
2020-05-04,1792.0318603515625,1863.0447778946316,1771.145708133013,1863.0447778946316,80572600
2020-05-05,1762.791259765625,1837.9814082864336,1737.7278769253555,1796.2091035526512,185282400
2020-05-06,1737.727783203125,1779.5000856839695,1737.727783203125,1775.322855435885,138733000
2020-05-08,1754.436767578125,1800.386301967076,1746.0823067801339,1754.436767578125,127482200
2020-05-11,1766.968505859375,1787.8546584109042,1750.2595838181517,1787.8546584109042,83552200
2020-05-12,1675.0694580078125,1766.9685305169692,1670.8922274392144,1766.9685305169692,188578000
2020-05-13,1675.0694580078125,1691.7783802822046,1629.119921753234,1666.7149968706165,134821600
2020-05-14,1650.005859375,1675.0692395174049,1629.119709256329,1658.3603194224684,141388800
2020-05-15,1570.638671875,1666.7149736120346,1537.220827792553,1650.0060515708112,227234200
2020-05-18,1553.9296875,1587.3475302419356,1528.8663054435483,1587.3475302419356,158710600
2020-05-19,1612.410888671875,1670.892112613342,1570.6385858565416,1570.6385858565416,199655000
2020-05-20,1700.1326904296875,1721.0188414177671,1599.879165686905,1608.2336260821369,237644400
2020-05-26,1712.6644287109375,1737.727810594512,1695.9555074552209,1725.1961196527247,180545000
2020-05-27,1716.8416748046875,1754.4367479755929,1675.069371281459,1733.5505962139787,124329600
2020-05-28,1792.0318603515625,1812.9180125701123,1733.5506341396235,1733.5506341396235,265460200
2020-05-29,1867.2220458984375,1875.5765069539113,1775.3229742882236,1792.0318963991715,350546800
2020-06-02,1929.88037109375,2084.4378899908684,1892.285298929586,1900.6397594105113,207635400
2020-06-03,2030.1339111328125,2067.728983561198,1917.3486938476562,1950.7665360062213,296607800
2020-06-04,1975.829833984375,2088.615046495111,1971.6526038913846,2046.8427455652086,169836200
2020-06-05,2025.9566650390625,2034.3111255134504,1921.525909109214,1975.8299021927353,185391000
2020-06-08,2193.046142578125,2224.375373186384,2067.729220145089,2088.6153738839284,292605200
2020-06-09,2203.48876953125,2276.5902926910544,2151.273395845675,2213.931844268365,147413600
2020-06-10,2051.02001953125,2182.602770275108,2051.02001953125,2172.1596948192464,289644200
2020-06-11,1959.12109375,2034.3112423374203,1908.9943280250534,2005.070628997868,364783800
2020-06-12,2042.6656494140625,2046.8428797809624,1850.513052536666,1917.3487384070647,289959400
2020-06-15,1971.652587890625,2051.0199590133407,1959.120897713354,2025.956578658799,169814600
2020-06-16,2099.05810546875,2109.5011806203356,2013.4248892257463,2013.4248892257463,146116600
2020-06-17,2046.8428955078125,2172.1598074776784,2042.665665108817,2130.3875034877233,213944600
2020-06-18,2013.4249267578125,2076.083378835338,1996.7160062038058,2021.779387034816,152175200
2020-06-19,2038.4884033203125,2067.729015663022,2013.4250213122757,2038.4884033203123,126356800
2020-06-22,2009.2476806640625,2051.0199817173693,2005.0704505587319,2038.4882914013774,66825000
2020-06-23,2000.8931884765625,2025.9565687080017,1959.1208880908305,2025.9565687080017,95010400
2020-06-24,2151.2734375,2172.159587378641,2042.6654581310681,2042.6654581310681,278417000
2020-06-25,2099.05810546875,2172.1596315298507,2063.5516499533583,2119.9442557719217,146123000
2020-06-26,2088.615234375,2151.2736914062502,2080.2607734375,2140.830615234375,85829000
2020-06-29,2063.5517578125,2088.6151394863364,2034.3111458596914,2080.260678928391,99123000
2020-06-30,2067.72900390625,2109.5013070154673,2067.72900390625,2099.058231238163,113994400
2020-07-01,2084.437744140625,2099.0580489592467,2051.0199045552044,2088.6149740888027,67747600
2020-07-02,2088.615234375,2099.058310546875,2071.9063125000002,2080.2607734375,80606600
2020-07-03,2088.615234375,2119.944462890625,2046.8429296875,2071.9063125000002,57839800
2020-07-06,2119.944580078125,2151.273810325585,2088.615349830665,2088.615349830665,90019000
2020-07-07,2109.50146484375,2151.27377107828,2109.50146484375,2140.8306945196473,80447600
2020-07-08,2203.48876953125,2234.817993742595,2099.058022160101,2109.5010968972156,149466800
2020-07-09,2193.046142578125,2255.704603794643,2172.1599888392857,2234.8184500558036,98277200
2020-07-10,2161.716796875,2203.489102128623,2140.8306442481885,2193.0460258152175,77850000
2020-07-13,2193.046142578125,2224.375373186384,2182.6030657087053,2193.046142578125,72688200
2020-07-14,2213.932373046875,2224.375450278228,2172.1600641214623,2213.932373046875,78259800
2020-07-15,2203.48876953125,2266.1472179539396,2193.0456947941348,2234.817993742595,60755400
2020-07-16,2203.48876953125,2234.817993742595,2193.0456947941348,2203.48876953125,43859400
2020-07-17,2161.716796875,2213.932178442029,2161.716796875,2203.489102128623,60177000
2020-07-20,2130.38720703125,2182.602579752604,2109.5010579427085,2161.7164306640625,52111600
2020-07-21,2213.932373046875,2276.5908364349943,2119.9446779646964,2151.273909658756,145051400
2020-07-22,2266.1474609375,2307.9197643649195,2213.932081653226,2245.2613092237902,119245000
2020-07-23,2381.021240234375,2412.350467079564,2266.1474084686815,2287.0335596988075,145829600
2020-07-24,2339.2490234375,2381.021327427455,2318.362871442522,2381.021327427455,66603400
2020-07-27,2454.122802734375,2454.122802734375,2318.3628179022608,2349.69204517121,58848200
2020-07-28,2443.679443359375,2506.337890625,2412.3502197265625,2464.5655924479165,74524600
2020-07-29,2381.021240234375,2443.6796939247533,2370.578164619312,2443.6796939247533,69737200
2020-07-30,2422.79345703125,2422.79345703125,2349.691930310479,2391.4642312937767,52644600
2020-08-03,2297.476806640625,2454.1229525479403,2276.590653852983,2443.6798761541195,259720800
2020-08-04,2328.805908203125,2339.248984024664,2276.5905290954315,2307.919756560048,89173800
2020-08-05,2381.021240234375,2381.021240234375,2276.5904840837443,2318.3627865439967,133844600
2020-08-06,2412.3505859375,2454.1228904558984,2381.0213575487014,2381.0213575487014,90911200
2020-08-07,2422.79345703125,2422.79345703125,2349.691930310479,2381.0211560479524,57228800
2020-08-10,2422.79345703125,2433.2365322770743,2360.135005556304,2422.79345703125,50162400
2020-08-11,2495.89501953125,2548.110396508891,2422.793491762552,2433.2365671580806,117978200
2020-08-12,2568.99658203125,2621.211959714812,2485.451977737551,2506.338128810976,92910400
2020-08-13,2527.224365234375,2610.768972349561,2527.224365234375,2610.768972349561,85989200
2020-08-14,2516.78125,2548.1104771784235,2485.452022821577,2537.6674014522823,66653400
2020-08-18,2568.99658203125,2600.325808641387,2516.781204347688,2516.781204347688,115981200
2020-08-19,2548.1103515625,2610.7688028304306,2537.6672763511783,2579.439577196465,64511800
2020-08-24,2506.338134765625,2579.4396636962892,2475.008908081055,2527.224285888672,132486400
2020-08-25,2610.76904296875,2621.212119140625,2527.22443359375,2527.22443359375,132365800
2020-08-26,2652.541259765625,2652.541259765625,2579.4397289846825,2610.768956462229,78703400
2020-08-27,2631.6552734375,2652.5414264012898,2589.882967509921,2652.5414264012898,93450200
2020-08-28,2600.32568359375,2652.5410587663155,2589.882608559237,2621.2118336627764,75655000
2020-08-31,2485.4521484375,2631.655215992647,2464.5659959296217,2600.3259872308295,222818800
2020-09-01,2558.5537109375,2558.5537109375,2454.1229472257655,2495.8952527104593,85330800
2020-09-02,2537.667724609375,2589.8831098894034,2527.2246475533693,2558.5538787213864,93203600
2020-09-03,2495.89501953125,2568.9965472999475,2485.4519441357215,2537.667321113363,129014800
2020-09-04,2475.009033203125,2495.895185382054,2443.679804934731,2485.4521092925897,106844400
2020-09-07,2443.679443359375,2485.4517415364585,2412.3502197265625,2475.0086669921875,100673600
2020-09-08,2495.89501953125,2506.338094926778,2454.122717949137,2464.565793344665,60346000
2020-09-09,2412.3505859375,2464.565966585498,2401.9075098079,2464.565966585498,98282200
2020-09-10,2245.26123046875,2307.919683412064,2245.26123046875,2307.919683412064,172775200
2020-09-11,2287.033447265625,2307.919597468964,2109.501170537243,2109.501170537243,271155800
2020-09-14,2401.907470703125,2412.350546662704,2287.033635147758,2287.033635147758,143569800
2020-09-15,2370.578125,2433.236577643172,2339.248898678414,2401.907351321586,128927400
2020-09-16,2360.135009765625,2401.907310823424,2349.691934501175,2401.907310823424,57936000
2020-09-17,2328.805908203125,2401.907438953896,2307.919756560048,2339.248984024664,76432000
2020-09-18,2328.805908203125,2370.57821148928,2297.476680738509,2328.805908203125,91596600
2020-09-21,2287.033447265625,2349.691897875642,2255.7042219606165,2328.805747672303,52930000
2020-09-22,2213.932373046875,2266.147759203641,2203.489295815522,2213.932373046875,113596600
2020-09-23,2172.15966796875,2245.26119525616,2140.8304419884316,2213.9319692758413,84710800
2020-09-24,2119.944580078125,2151.273810325585,2088.615349830665,2109.501503328972,121965000
2020-09-25,2234.818115234375,2234.818115234375,2119.944286881206,2172.159663405374,140455600
2020-09-28,2151.2734375,2266.1472618325242,2151.2734375,2255.704186893204,99702600
2020-09-29,2119.944580078125,2193.0461173221984,2099.0584265798184,2172.1599638238918,111325600
2020-09-30,2071.90625,2151.2736265120966,2030.1339465725807,2130.3874747983873,151529800
2020-10-01,2172.15966796875,2172.15966796875,2080.260605093149,2088.6150653545674,78954200
2020-10-02,2172.15966796875,2182.602743295523,2088.6150653545674,2161.716592641977,99143400
2020-10-05,2234.818115234375,2245.2611905392087,2161.7165881005403,2193.045814015041,74300800
2020-10-06,2297.476806640625,2318.362959428267,2276.590653852983,2297.476806640625,89104400
2020-10-07,2318.36279296875,2318.36279296875,2245.2612634607262,2255.7043391047296,88748600
2020-10-08,2276.590576171875,2328.8059563593033,2266.1475001343892,2318.362880321818,88763400
2020-10-09,2318.36279296875,2328.8058686127533,2276.5904903927367,2276.5904903927367,90248600
2020-10-12,2349.692138671875,2360.13521484375,2318.36291015625,2328.805986328125,77947000
2020-10-13,2370.578125,2370.578125,2307.9196723568284,2349.6919741189427,69863400
2020-10-14,2412.3505859375,2412.3505859375,2349.6921291599024,2391.464433678301,109787200
2020-10-15,2339.2490234375,2401.907479422433,2339.2490234375,2381.021327427455,77289200
2020-10-16,2328.805908203125,2360.135135667741,2276.5905290954315,2339.248984024664,67817800
2020-10-19,2381.021240234375,2391.464315849438,2328.80586215906,2339.2489377741226,58936200
2020-10-20,2360.135009765625,2401.907310823424,2339.248859236726,2391.464235558974,77213200
2020-10-21,2307.919677734375,2391.4642814532667,2287.0335268046524,2370.5781305235437,113901800
2020-10-22,2276.590576171875,2318.362880321818,2255.704424096904,2297.4767282468465,138701400
2020-10-23,2318.36279296875,2328.8058686127533,2287.03356603674,2307.9197173247467,65900200
2020-10-26,2412.3505859375,2443.6798143262986,2349.6921291599024,2349.6921291599024,188574400
2020-10-27,2412.3505859375,2443.6798143262986,2381.0213575487014,2401.9075098079,112695800
2020-11-02,2495.89501953125,2516.7811703223065,2339.248888598326,2370.578114784911,216862800
2020-11-03,2506.338134765625,2506.338134765625,2464.5658325195313,2495.8950592041015,75963400
2020-11-04,2381.021240234375,2516.7812232301944,2381.021240234375,2485.4519963850053,152817400
2020-11-05,2495.89501953125,2506.338094926778,2433.2365671580806,2454.122717949137,175877400
2020-11-06,2527.224365234375,2548.1105170131714,2475.008985787384,2495.8951375661804,164219000
2020-11-09,2568.99658203125,2631.6550352515246,2527.2242798844004,2610.7688841780996,122653200
2020-11-10,2662.984130859375,2725.6425809972425,2631.6549057904413,2673.4272058823526,249588800
2020-11-11,2662.984130859375,2715.1995059742644,2652.541055836397,2683.8702809053307,166490200
2020-11-12,2579.439697265625,2673.4273785425103,2548.11047017333,2662.9843028450787,136150600
2020-11-13,2610.76904296875,2610.76904296875,2537.667509765625,2548.1105859375,122043800
2020-11-16,2589.8828125,2694.3135710685483,2568.9966607862902,2631.6551159274195,133917600
2020-11-17,2610.76904296875,2662.984423828125,2589.882890625,2621.212119140625,106261600
2020-11-18,2652.541259765625,2652.541259765625,2568.996653158834,2568.996653158834,124936000
2020-11-19,2642.09814453125,2652.541220201334,2589.88276618083,2610.768917520998,94808200
2020-11-20,2631.6552734375,2652.5414264012898,2610.7691204737102,2621.212196955605,100573600
2020-11-23,2673.427490234375,2683.870566368103,2621.212109565735,2631.655185699463,106905400
2020-11-24,2683.87060546875,2715.1998343263617,2662.984452897009,2694.3136817546206,140929200
2020-11-25,2725.642822265625,2777.858202002514,2715.199746318247,2715.199746318247,197704000
2020-11-26,2809.187255859375,2809.187255859375,2736.0857287552276,2756.9718793564125,132275400
2020-11-27,2777.8583984375,2840.516858552631,2767.4153217516446,2830.0737818667762,124346800
2020-11-30,2642.09814453125,2767.415052572258,2600.325841850914,2736.085825562006,307900800
2020-12-01,2725.642822265625,2767.4151260551366,2642.098214686602,2642.098214686602,176568000
2020-12-02,2777.8583984375,2777.8583984375,2704.756861636513,2725.6430150082238,114721600
2020-12-03,2746.52880859375,2788.301109865138,2725.642657958056,2777.858034547291,155342400
2020-12-04,2756.97216796875,2756.97216796875,2683.8706332120028,2715.199862393466,74976000
2020-12-07,2798.744140625,2819.6302909281717,2767.4149151702422,2788.301065473414,133585800
2020-12-08,2788.30126953125,2809.187421362945,2756.972041783708,2788.30126953125,70350400
2020-12-10,2840.5166015625,2861.4027530445774,2809.1873743393844,2830.0735258214613,187847000
2020-12-11,2830.073486328125,2871.845788709352,2798.744259542205,2861.402713114045,94541800
2020-12-14,2809.187255859375,2840.5164817611526,2788.30110525819,2809.187255859375,94645200
2020-12-15,2798.744140625,2809.1872157765856,2756.9718400186566,2798.744140625,135663800
2020-12-16,2830.073486328125,2850.9596375187384,2809.1873351375116,2840.5165619234317,97361800
2020-12-17,2871.845947265625,2871.845947265625,2830.073642578125,2830.073642578125,109966000
2020-12-18,2798.744140625,2850.959516382929,2798.744140625,2840.5164412313434,142797800
2020-12-21,2798.744140625,2840.5164412313434,2788.301065473414,2830.0733660797573,83174600
2020-12-22,2673.427490234375,2767.4151754379272,2652.541337966919,2746.529023170471,165929800
2020-12-23,2652.541259765625,2756.9720180241143,2589.8828048105315,2715.1997147207185,110032400
2020-12-28,2725.642822265625,2746.5289741603806,2631.655138739224,2715.199746318247,75527000
2020-12-29,2683.87060546875,2756.9721394698445,2673.4275291828794,2746.529063183974,57422600
2020-12-30,2642.09814453125,2725.642749891922,2642.09814453125,2725.642749891922,88941400
2021-01-04,2715.19970703125,2725.642782827524,2600.3258732722356,2652.5412522536058,61058000
2021-01-05,2683.87060546875,2736.0859868981033,2673.4275291828794,2736.0859868981033,69928200
2021-01-06,2683.87060546875,2725.6429106122328,2621.212147753526,2683.87060546875,87109000
2021-01-07,2704.756591796875,2725.6427430848817,2683.8704405088683,2694.3135161528717,80114200
2021-01-08,2736.0859375,2746.5290135973282,2694.313633110687,2704.7567092080153,93635600
2021-01-11,2861.402587890625,2861.402587890625,2736.0856862311816,2746.5287613694686,212763000
2021-01-12,2903.175048828125,2924.061200258543,2850.9596702520794,2882.288897397707,168626000
2021-01-13,2892.732177734375,2955.3906364578634,2892.732177734375,2944.9475600039486,107392200
2021-01-14,2861.402587890625,2944.947188996921,2850.959512752338,2944.947188996921,70295000
2021-01-15,2809.187255859375,2892.7318582641146,2767.414954657005,2871.8457076629297,77235600
2021-01-18,2892.732177734375,2903.1752541882897,2756.9721838334835,2756.9721838334835,119006800
2021-01-19,2913.6181640625,2934.5043157762098,2861.402784778226,2924.0612399193546,77834600
2021-01-20,3080.707275390625,3112.0365019200212,2924.061142743644,2924.061142743644,220934600
2021-01-21,3028.4921875,3080.7075700431033,3007.606034482759,3080.7075700431033,82052000
2021-01-22,3007.605712890625,3070.264165242513,2976.276486714681,3038.934939066569,117367200
2021-01-25,3049.37841796875,3049.37841796875,2934.5045734562286,3028.4922644210187,100647600
2021-01-26,3080.707275390625,3112.0365019200212,3028.4918978416313,3049.3780488612288,206712400
2021-01-27,3049.37841796875,3091.1507250642126,2997.163034099422,3091.1507250642126,171581400
2021-01-28,2944.947509765625,3028.492119971742,2882.289052111037,2986.7198148686834,135745000
2021-01-29,2746.52880859375,3018.048766857771,2746.52880859375,2965.8333902685363,334227600
2021-02-01,2798.744140625,2809.1872157765856,2589.8826375932836,2777.8579903218283,242540200
2021-02-02,2704.756591796875,2840.516575168919,2673.427364864865,2840.516575168919,160482800
2021-02-03,2715.19970703125,2777.8581618088942,2694.3135554387018,2756.972010216346,167044600
2021-02-04,2746.52880859375,2788.301109865138,2694.3134320045156,2746.52880859375,139040400
2021-02-05,2736.0859375,2798.7443940839694,2694.313633110687,2798.7443940839694,97199600
2021-02-08,2746.52880859375,2788.301109865138,2736.0857332759033,2756.971883911597,125050800
2021-02-09,2715.19970703125,2798.7443134014425,2694.3135554387018,2756.972010216346,208380400
2021-02-10,2715.19970703125,2746.5289344200723,2704.756631234976,2746.5289344200723,102693600
2021-02-11,2715.19970703125,2736.0858586237982,2715.19970703125,2736.0858586237982,35879400
2021-02-15,2715.19970703125,2746.5289344200723,2715.19970703125,2736.0858586237982,48995200
2021-02-16,2704.756591796875,2736.085818728885,2694.3135161528717,2715.1996674408783,63202000
2021-02-17,2652.541259765625,2704.7566388948694,2631.6551081139273,2694.313563069021,117413600
2021-02-18,2610.76904296875,2673.4275000000002,2600.325966796875,2610.76904296875,113989000
2021-02-19,2662.984130859375,2673.4272058823526,2589.8826056985295,2610.768755744485,102020400
2021-02-22,2662.984130859375,2715.1995059742644,2662.984130859375,2694.3133559283087,107680600
2021-02-23,2642.09814453125,2662.984295871418,2631.655068861166,2631.655068861166,89107800
2021-02-24,2662.984130859375,2673.4272058823526,2642.097980813419,2652.541055836397,82498600
2021-02-25,2621.2119140625,2704.7565169011455,2621.2119140625,2683.870366191484,133614800
2021-02-26,2568.99658203125,2642.0981107882367,2548.1104309578254,2579.4396575679625,246190600
2021-03-01,2746.52880859375,2756.971883911597,2600.325754143893,2600.325754143893,220785400
2021-03-02,2756.97216796875,2777.858320756392,2715.199862393466,2777.858320756392,163296600
2021-03-03,2756.97216796875,2788.3013971502132,2725.6429387872868,2788.3013971502132,78532200
2021-03-04,2736.0859375,2777.858241889313,2725.6428614026718,2767.4151657919847,120612600
2021-03-05,2704.756591796875,2746.5288943728888,2694.3135161528717,2725.6427430848817,87239000
2021-03-08,2683.87060546875,2746.529063183974,2662.984452897009,2736.0859868981033,54098000
2021-03-09,2683.87060546875,2725.6429106122328,2662.984452897009,2662.984452897009,111838800
2021-03-10,2715.19970703125,2715.19970703125,2694.3135554387018,2715.19970703125,51903000
2021-03-12,2809.187255859375,2819.630331159967,2736.0857287552276,2736.0857287552276,159202400
2021-03-15,2777.8583984375,2830.0737818667762,2767.4153217516446,2830.0737818667762,79922400
2021-03-16,2736.0859375,2809.1874701812976,2715.1997853053435,2777.858241889313,112248400
2021-03-17,2725.642822265625,2777.858202002514,2725.642822265625,2756.9720501077586,50841200
2021-03-18,2840.5166015625,2861.4027530445774,2767.4150713752297,2767.4150713752297,152427600
2021-03-19,2830.073486328125,2840.5165619234317,2798.744259542205,2840.5165619234317,150713800
